이미지링크,배송명,브랜드,상품명,할인율,할인전 가격,할인후 가격,구매개수,카테고리
https://image.brandi.me/cproduct/2022/05/14/SB000000000062165637_1652562925_image1_S.jpeg,하루배송,애플망고,[고퀄/데이트룩!] 여리여리 루즈핏 진주 반팔 블라우스 [3color] _애플망고,10%,"26,640원","29,600원",20개 구매중,상의
https://image.brandi.me/cproduct/2022/05/12/SB000000000061994488_1652343083_image1_S.jpeg,하루배송,더뮤즈,벌룬 와플 반팔 블라우스 (3color)_더뮤즈,10%,"23,130원","25,700원",17개 구매중,상의
https://image.brandi.me/cproduct/2022/05/12/SB000000000061829096_1652320215_image1_S.jpeg,하루배송,라프랑,[슬림핏/5COL] 이안 써머 세미크롭 파스텔 데일리 라운드 니트_라프랑,10%,"19,530원","21,700원",39개 구매중,상의
https://image.brandi.me/cproduct/2022/05/05/SB000000000061344186_1651743687_image1_S.jpeg,하루배송,데일리유,"[ 데일리 ] 레빗,자수 카라 반팔 티셔츠 [3color]_데일리유",10%,"19,530원","21,700원",15개 구매중,상의
https://image.brandi.me/cproduct/2022/05/19/SB000000000061162259_1652992241_image1_S.jpeg,하루배송,미닛마켓,[Unisex] 오버핏 심플 레터링 모던 그래픽 반팔티셔츠 (2color) _미닛마켓,10%,"23,130원","25,700원",15개 구매중,상의
https://image.brandi.me/cproduct/2022/04/29/SB000000000060840026_1651226842_image1_S.jpeg,하루배송,글로인,[5COLOR/기획] 루즈핏 날나리 니트 T _글로인,25%,"17,030원","22,700원",10개 구매중,상의
https://image.brandi.me/cproduct/2022/04/29/SB000000000060835073_1651223038_image1_S.jpeg,하루배송,작은방,찰랑 트임 박시 오버핏 반팔 티셔츠 6컬러_작은방,10%,"17,730원","19,700원",18개 구매중,상의
https://image.brandi.me/cproduct/2022/04/28/SB000000000060690346_1651155179_image1_S.jpeg,하루배송,미우블랑,썸머 뷔스티에 두줄 슬립 나시 블라우스 (7color)_미우블랑,6%,"16,730원","17,800원",15개 구매중,상의
https://image.brandi.me/cproduct/2022/04/26/SB000000000060350982_1650948268_image1_S.jpeg,하루배송,메종셀린,썸머 브이넥 크롭 티셔츠_메종셀린,10%,"17,730원","19,700원",102개 구매중,상의
https://image.brandi.me/cproduct/2022/04/25/SB000000000060298701_1650888559_image1_S.jpeg,하루배송,쏠트베이비,(뱀부40%) 뱀부 오픈 카라넥 반팔 니트_쏠트베이비,10%,"26,640원","29,600원",65개 구매중,상의
https://image.brandi.me/cproduct/2022/04/19/SB000000000059720218_1650353212_image1_S.jpeg,하루배송,세컨에이니,[캐주얼] 오버핏 스카시 라운드 조끼 니트 베스트_세컨에이니,10%,"30,240원","33,600원",10개 구매중,상의
