이미지링크,배송명,브랜드,상품명,할인율,할인전 가격,할인후 가격,구매개수,카테고리
https://image.brandi.me/cproduct/2022/03/31/SB000000000057738734_1648713022_image1_S.jpeg,하루배송,유어아운스퀘어,XS~XL까지! 반하이웨스트 스판 슬림 일자 스키니진 _유어아운스퀘어,10%,"33,660원","37,400원",10개 구매중,바지
https://image.brandi.me/cproduct/2022/03/31/SB000000000057664878_1648692508_image1_S.jpeg,하루배송,더핑크샵x하루배송,[전직원pick!/찐-인생데님!] 글로 하이웨스트 와이드 일자 데님 팬츠 (6color)_더핑크샵_2,10%,"28,440원","31,600원",26개 구매중,바지
https://image.brandi.me/cproduct/2022/03/23/SB000000000056871889_1648022722_image1_S.jpeg,하루배송,글로인,멜버른 루즈 보이핏 데님 PT _글로인,10%,"30,240원","33,600원",14개 구매중,바지
https://image.brandi.me/cproduct/2022/03/17/SB000000000056175441_1647506216_image1_S.jpeg,하루배송,버튼나인,(착붙핏예술) 데미지 컷팅 일자 데님팬츠_버튼나인,9%,"30,580원","33,600원",11개 구매중,바지
https://image.brandi.me/cproduct/2022/03/14/SB000000000055495715_1647225094_image1_S.jpeg,하루배송,더핑크샵x하루배송,[3가지맞춤기장!/스판쫀쫀]마루 하이웨스트 밑단 컷팅 일자 팬츠_더핑크샵_2,10%,"21,330원","23,700원",89개 구매중,바지
https://image.brandi.me/cproduct/2022/03/13/SB000000000055446366_1647171894_image1_S.jpeg,하루배송,321g,[하이웨스트] 핀턱 트레이닝 조거팬츠 (3color)_321g,7%,"22,880원","24,600원",18개 구매중,바지
https://image.brandi.me/cproduct/2022/02/23/SB000000000053833597_1645609373_image1_S.jpeg,하루배송,유이아,[4COLOR/가벼움!]올웨이즈 루즈 스웻 와이드 봄 조거 트레이닝 팬츠 _유이아,10%,"19,530원","21,700원",56개 구매중,바지
https://image.brandi.me/cproduct/2022/02/15/SB000000000052997537_1644908477_image1_S.jpeg,하루배송,프렌치오브,(2color)콜드 데님 봄 하이웨스트 와이드 일자 청바지 팬츠_프렌치오브,10%,"44,370원","49,300원",77개 구매중,바지
https://image.brandi.me/cproduct/2022/02/15/SB000000000052995673_1644908387_image1_S.jpeg,하루배송,프렌치오브,(5color)리버티 봄 롤업 파스텔 와이드 핀턱 팬츠 슬랙스_프렌치오브,10%,"39,060원","43,400원",26개 구매중,바지
https://image.brandi.me/cproduct/2022/02/14/SB000000000052869505_1644819933_image1_S.jpeg,하루배송,혀니마오,[2color/완전힙해] 체형커버 사계절 하이웨스트 워싱데님 와이드 청 반바지_혀니마오,9%,"35,850원","39,400원",17개 구매중,바지
