이미지링크,배송명,브랜드,상품명,할인율,할인전 가격,할인후 가격,구매개수,카테고리
https://image.brandi.me/cproduct/2022/05/17/SB000000000062303934_1652762388_image1_S.jpeg,하루배송,프렌치오브,마카롱 여름 파스텔 퍼프 루즈핏 반팔 셔츠 블라우스(6color)_프렌치오브,10%,24930,27700,550 ,상의
https://image.brandi.me/cproduct/2022/05/14/SB000000000062150905_1652525444_image1_S.jpeg,하루배송,니드어린,벌룬 셔링 밴딩 블라우스(4color)_니드어린,10%,19530,21700,177 ,상의
https://image.brandi.me/cproduct/2021/01/27/SB000000000019610111_1611736178_image1_S.jpeg,하루배송,일랑,[쿠폰]바스락 시크 오버 데일리셔츠_일랑,10%,24930,27700,"14,778 ",상의
https://image.brandi.me/cproduct/2021/07/04/SB000000000032804407_1625397642_image1_S.jpeg,하루배송,블리즈,리얼 왕박시 슬라브 여름 긴팔티셔츠_블리즈,10%,16020,17800,909 ,상의
https://image.brandi.me/cproduct/2022/04/30/SB000000000060876988_1651325329_image1_S.jpeg,하루배송,데이디데이,샤이닝 주름 반팔 티셔츠 [5color]_데이디데이,10%,14220,15800,412 ,상의
https://image.brandi.me/cproduct/2022/03/28/SB000000000057323195_1648446899_image1_S.jpeg,하루배송,스윗라떼x하루배송,[빅사이즈] 오버핏 스카치 레터링 반팔티셔츠 3color_스윗라떼_2,10%,21330,23700,"1,810 ",상의
https://image.brandi.me/cproduct/2020/03/30/15018549_1585501114_image1_M.jpg,하루배송,체리체리,[날씬핏] 쫀쫀 기본 브이넥 반팔티_체리체리,10%,13320,14800,"20,835 ",상의
https://image.brandi.me/cproduct/2022/05/03/SB000000000060983601_1651540097_image1_S.jpeg,하루배송,박남매x하루배송,셜리 스퀘어트임 반팔 블라우스 P000BFY_박남매_2,10%,21330,23700,273 ,상의
https://image.brandi.me/cproduct/2020/07/22/18435976_1595361666_image1_M.jpg,하루배송,라블랑,[왕쫀쫀여름필수템/3col] 원단보장 쫀쫀 기본 무지 골지 크롭 끈 나시 이너 브라 나시탑 캡내장 브라렛_라블랑,6%,15790,16800,"5,873 ",상의
https://image.brandi.me/cproduct/2022/04/01/SB000000000057904650_1648804603_image1_S.jpeg,하루배송,뷰러,[3col] 슬릿 레이어드 홀터넥 끈나시_뷰러,10%,21330,23700,97 ,상의
https://image.brandi.me/cproduct/2022/04/20/SB000000000059868334_1650474944_image1_S.jpeg,하루배송,미닛마켓,[Unisex] 바르 오버핏 박시 반팔티셔츠 (3color) _미닛마켓,10%,21330,23700,"1,661 ",상의
https://image.brandi.me/cproduct/2020/03/09/14403197_1583741384_image1_M.jpg,하루배송,바이영,[쿠폰](국내제작 부드러움) 찰랑 2탄 데일리 기본 반팔 티셔츠_바이영,10%,14220,15800,"49,352 ",상의
https://image.brandi.me/cproduct/2022/05/28/SB000000000063546606_1653737249_image1_S.jpeg,하루배송,니드어린,러플 스모크 밴딩 스퀘어 블라우스(2color)_니드어린,10%,19530,21700,90 ,상의
https://image.brandi.me/cproduct/2021/03/16/SB000000000022696275_1615877483_image1_S.jpeg,하루배송,벨라포유,노멀 라운드 크롭 기본 이너 무지 반팔티(4color)_벨라포유,10%,14220,15800,"6,931 ",상의
https://image.brandi.me/cproduct/2022/04/08/SB000000000058838145_1649403724_image1_S.jpeg,하루배송,일랑,[쿠폰]빅카라 버튼 퍼프 주름블라우스_일랑,10%,23130,25700,734 ,상의
https://image.brandi.me/cproduct/2021/05/28/SB000000000029434838_1622219685_image1_S.jpeg,하루배송,슈가파우더,[겨드랑이노출X] 똑딱이 단추 쫀쫀 반팔티셔츠_슈가파우더,10%,14220,15800,"1,348 ",상의
